Class	Gene	Accession	Drug
beta-lactam	blaMAL-1_1	AJ277209	ampicillin
beta-lactam	blaMAL-1_2	AJ609506	ampicillin
beta-lactam	blaMIR-1_1	M37839	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMIR-2_1	AY227752	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMIR-3_1	AY743435	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMIR-4_1	EF417572	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMIR-5_1	FJ237367	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMIR-6_1	JQ664733	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOR_1	Y10283	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOR-2_1	AY235804	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOX-1_1	D13304	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOX-2_1	AJ276453	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOX-3_1	EU515248	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOX-4_1	FJ262599	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOX-5_1	GQ152600	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOX-6_1	GQ152601	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaMOX-7_1	GQ152602	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOCH-2_1	AJ295340	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOCH-3_1	AJ295341	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOCH-4_1	AJ295342	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOCH-5_1	AJ295343	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOCH-6_1	AJ295344	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOCH-7_1	AJ295345	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOCH-8_1	DQ489307	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaOKP-A-1_1	AM051138	ampicillin
beta-lactam	blaOKP-A-2_1	AM051139	ampicillin
beta-lactam	blaOKP-A-3_1	AM051140	ampicillin
beta-lactam	blaOKP-A-4_1	AM051142	ampicillin
beta-lactam	blaOKP-A-5_1	AM051143	ampicillin
beta-lactam	blaOKP-A-6_1	AM051144	ampicillin
beta-lactam	blaOKP-A-7_1	AM051145	ampicillin
beta-lactam	blaOKP-A-8_1	AM051147	ampicillin
beta-lactam	blaOKP-A-9_1	AM051148	ampicillin
beta-lactam	blaOKP-A-10_1	AM051149	ampicillin
beta-lactam	blaOKP-A-11_1	AM850915	ampicillin
beta-lactam	blaOKP-A-12_1	AM850915	ampicillin
beta-lactam	blaOKP-A-13_1	FJ534513	ampicillin
beta-lactam	blaOKP-A-14_1	FJ534512	ampicillin
beta-lactam	blaOKP-A-15_1	FJ755841	ampicillin
beta-lactam	blaOKP-A-16_1	FJ755840	ampicillin
beta-lactam	blaOKP-B-1_1	AM051150	ampicillin
beta-lactam	blaOKP-B-2_1	AM051151	ampicillin
beta-lactam	blaOKP-B-3_1	AM051152	ampicillin
beta-lactam	blaOKP-B-4_1	AM051153	ampicillin
beta-lactam	blaOKP-B-5_1	AY512506	ampicillin
beta-lactam	blaOKP-B-6_1	AY850171	ampicillin
beta-lactam	blaOKP-B-7_1	AM051156	ampicillin
beta-lactam	blaOKP-B-8_1	AM051157	ampicillin
beta-lactam	blaOKP-B-9_1	AM051159	ampicillin
beta-lactam	blaOKP-B-10_1	AM051160	ampicillin
beta-lactam	blaOKP-B-11_1	AM051161	ampicillin
beta-lactam	blaOKP-B-12_1	AJ635420	ampicillin
beta-lactam	blaOKP-B-13_1	AY825330	ampicillin
beta-lactam	blaOKP-B-14_1	DQ995288	ampicillin
beta-lactam	blaOKP-B-15_1	AM850917	ampicillin
beta-lactam	blaOKP-B-16_1	AM850918	ampicillin
beta-lactam	blaOKP-B-17_1	AM850919	ampicillin
beta-lactam	blaOKP-B-18_1	AM850920	ampicillin
beta-lactam	blaOKP-B-19_1	AM850921	ampicillin
beta-lactam	blaOKP-B-20_1	AM850922	ampicillin
beta-lactam	blaOXA-SHE_1	AY066004	ampicillin
beta-lactam	blaOXA-1_1	J02967	ampicillin
beta-lactam	blaOXA-2_1	DQ310703	ampicillin
beta-lactam	blaOXA-2_1	GQ466184	ampicillin
beta-lactam	blaOXA-2_2	AY444814	ampicillin
beta-lactam	blaOXA-3_1	L07945	ampicillin
beta-lactam	blaOXA-4_1	AY162283	ampicillin
beta-lactam	blaOXA-5_1	X58272	ampicillin
beta-lactam	blaOXA-7_1	X75562	ampicillin
beta-lactam	blaOXA-9_2	JF703130	ampicillin
beta-lactam	blaOXA-10_1	HM175875	ampicillin
beta-lactam	blaOXA-10_2	EU886981	ampicillin
beta-lactam	blaOXA-11_1	Z22590	ampicillin,ceftriaxone
beta-lactam	blaOXA-12_1	U10251	ampicillin
beta-lactam	blaOXA-13_1	AF043558	ampicillin
beta-lactam	blaOXA-14_1	L38523	ampicillin,ceftriaxone
beta-lactam	blaOXA-13_1	U59183	ampicillin
beta-lactam	blaOXA-15_1	U63835	ampicillin,ceftriaxone
beta-lactam	blaOXA-16_1	AF043100	ampicillin,ceftriaxone
beta-lactam	blaOXA-17_2	DQ902344	ampicillin,ceftriaxone
beta-lactam	blaOXA-18_1	EU503121	ampicillin
beta-lactam	blaOXA-19_1	AF043381	ampicillin,ceftriaxone
beta-lactam	blaOXA-20_1	AF024602	ampicillin
beta-lactam	blaOXA-21_2	DQ993182	ampicillin
beta-lactam	blaOXA-22_1	AF064820	ampicillin
beta-lactam	blaOXA-23_1	HQ700358	ampicillin,meropenem
beta-lactam	blaOXA-24_1	AJ239129	ampicillin,meropenem
beta-lactam	blaOXA-25_1	AF201826	ampicillin
beta-lactam	blaOXA-26_1	AF201827	ampicillin
beta-lactam	blaOXA-27_1	AF201828	ampicillin
beta-lactam	blaOXA-28_1	FJ374756	ampicillin,ceftriaxone
beta-lactam	blaOXA-29_1	AJ400619	ampicillin
beta-lactam	blaOXA-31_1	AF294653	ampicillin
beta-lactam	blaOXA-32_1	AF315351	ampicillin,ceftriaxone
beta-lactam	blaOXA-34_1	AF350424	ampicillin
beta-lactam	blaOXA-35_1	AF315786	ampicillin,ceftriaxone
beta-lactam	blaOXA-36_1	AF300985	ampicillin,ceftriaxone
beta-lactam	blaOXA-37_1	AY007784	ampicillin,ceftriaxone
beta-lactam	blaOXA-42_1	AJ488302	ampicillin
beta-lactam	blaOXA-43_1	AJ488303	ampicillin
beta-lactam	blaOXA-45_1	AJ519683	ampicillin
beta-lactam	blaOXA-46_1	AJ969237	ampicillin
beta-lactam	blaOXA-47_1	AY237830	ampicillin
beta-lactam	blaOXA-48_2	AY236073	ampicillin,meropenem
beta-lactam	blaOXA-49_1	AY288523	ampicillin
beta-lactam	blaOXA-50_1	AY306135	ampicillin
beta-lactam	blaOXA-50_2	AY306133	ampicillin
beta-lactam	blaOXA-50_3	AY306132	ampicillin
beta-lactam	blaOXA-50_3	AY306130	ampicillin
beta-lactam	blaOXA-51_1	AJ309734	ampicillin,meropenem
beta-lactam	blaOXA-51_3	EU255296	ampicillin,meropenem
beta-lactam	blaOXA-51_4	EU255295	ampicillin,meropenem
beta-lactam	blaOXA-51_5	EU255294	ampicillin,meropenem
beta-lactam	blaOXA-51_6	EU255293	ampicillin,meropenem
beta-lactam	blaOXA-51_7	EU255292	ampicillin,meropenem
beta-lactam	blaOXA-51_8	EU255291	ampicillin,meropenem
beta-lactam	blaOXA-51_9	EU255290	ampicillin,meropenem
beta-lactam	blaOXA-51_11	EU255288	ampicillin,meropenem
beta-lactam	blaOXA-53_1	AY289608	ampicillin
beta-lactam	blaOXA-54_1	AY500137	ampicillin
beta-lactam	blaOXA-55_1	AY343493	ampicillin
beta-lactam	blaOXA-56_1	AY660529	ampicillin
beta-lactam	blaOXA-57_1	AJ631966	ampicillin
beta-lactam	blaOXA-58_1	AY665723	ampicillin,meropenem
beta-lactam	blaOXA-58_14	EU107364	ampicillin,meropenem
beta-lactam	blaOXA-59_1	AJ632249	ampicillin
beta-lactam	blaOXA-60_1	AY664506	ampicillin
beta-lactam	blaOXA-60_2	AY664505	ampicillin
beta-lactam	blaOXA-60_3	AY664504	ampicillin
beta-lactam	blaOXA-60_4	AY662675	ampicillin
beta-lactam	blaOXA-61_1	AY587956	ampicillin
beta-lactam	blaOXA-62_1	AY423074	ampicillin
beta-lactam	blaOXA-63_1	AY619003	ampicillin
beta-lactam	blaOXA-64_1	AY750907	ampicillin
beta-lactam	blaOXA-65_1	AY750908	ampicillin
beta-lactam	blaOXA-66_4	FJ360530	ampicillin
beta-lactam	blaOXA-67_1	DQ491200	ampicillin
beta-lactam	blaOXA-68_1	AY750910	ampicillin
beta-lactam	blaOXA-69_1	HM564339	ampicillin
beta-lactam	blaOXA-70_1	AY750912	ampicillin
beta-lactam	blaOXA-71_1	AY859528	ampicillin
beta-lactam	blaOXA-72_1	GU199039	ampicillin
beta-lactam	blaOXA-73_1	AY762325	ampicillin
beta-lactam	blaOXA-74_1	EU161636	ampicillin
beta-lactam	blaOXA-75_1	AY859529	ampicillin
beta-lactam	blaOXA-76_1	AY949203	ampicillin
beta-lactam	blaOXA-77_1	AY949202	ampicillin
beta-lactam	blaOXA-78_1	AY862132	ampicillin
beta-lactam	blaOXA-79_1	EU019534	ampicillin
beta-lactam	blaOXA-80_1	EU019535	ampicillin
beta-lactam	blaOXA-82_2	EU019536	ampicillin
beta-lactam	blaOXA-82_1	GQ352402	ampicillin
beta-lactam	blaOXA-83_1	DQ309277	ampicillin
beta-lactam	blaOXA-84_1	DQ309276	ampicillin
beta-lactam	blaOXA-85_1	AY227054	ampicillin
beta-lactam	blaOXA-86_1	DQ149247	ampicillin
beta-lactam	blaOXA-87_1	DQ348075	ampicillin
beta-lactam	blaOXA-88_1	DQ392963	ampicillin
beta-lactam	blaOXA-89_2	DQ445683	ampicillin
beta-lactam	blaOXA-90_1	EU547443	ampicillin
beta-lactam	blaOXA-91_1	DQ519086	ampicillin
beta-lactam	blaOXA-92_1	DQ335566	ampicillin
beta-lactam	blaOXA-93_1	DQ519087	ampicillin
beta-lactam	blaOXA-94_1	DQ519088	ampicillin
beta-lactam	blaOXA-95_1	DQ519089	ampicillin
beta-lactam	blaOXA-96_1	DQ519090	ampicillin
beta-lactam	blaOXA-97_1	EF102240	ampicillin
beta-lactam	blaOXA-98_1	AM279652	ampicillin
beta-lactam	blaOXA-99_1	DQ888718	ampicillin
beta-lactam	blaOXA-100_1	AM231720	ampicillin
beta-lactam	blaOXA-101_1	AM412777	ampicillin
beta-lactam	blaOXA-104_1	EF581285	ampicillin
beta-lactam	blaOXA-106_1	EF650032	ampicillin
beta-lactam	blaOXA-107_1	EF650033	ampicillin
beta-lactam	blaOXA-108_1	EF650034	ampicillin
beta-lactam	blaOXA-109_1	EF650035	ampicillin
beta-lactam	blaOXA-110_1	EF650036	ampicillin
beta-lactam	blaOXA-111_1	EF650037	ampicillin
beta-lactam	blaOXA-112_1	EF650038	ampicillin
beta-lactam	blaOXA-113_1	EF653400	ampicillin
beta-lactam	blaOXA-114_1	HM368376	ampicillin
beta-lactam	blaOXA-114_2	HM368375	ampicillin
beta-lactam	blaOXA-114_3	HM104634	ampicillin
beta-lactam	blaOXA-114_4	HM104633	ampicillin
beta-lactam	blaOXA-114_5	HM056041	ampicillin
beta-lactam	blaOXA-114_6	HM056040	ampicillin
beta-lactam	blaOXA-115_1	EU029998	ampicillin
beta-lactam	blaOXA-116_1	EU220744	ampicillin
beta-lactam	blaOXA-117_1	GQ423625	ampicillin
beta-lactam	blaOXA-117_2	EU220745	ampicillin
beta-lactam	blaOXA-118_1	AF371964	ampicillin
beta-lactam	blaOXA-119_1	AY139598	ampicillin
beta-lactam	blaOXA-120_1	HE963768	ampicillin
beta-lactam	blaOXA-128_1	EU375515	ampicillin
beta-lactam	blaOXA-129_1	AM932669	ampicillin
beta-lactam	blaOXA-130_1	EU547445	ampicillin
beta-lactam	blaOXA-131_1	EU547446	ampicillin
beta-lactam	blaOXA-132_1	EU547447	ampicillin
beta-lactam	blaOXA-133_1	EU571228	ampicillin
beta-lactam	blaOXA-134_1	HQ122933	ampicillin
beta-lactam	blaOXA-136_1	EU086833	ampicillin
beta-lactam	blaOXA-136_2	EU086832	ampicillin
beta-lactam	blaOXA-137_1	EU086836	ampicillin
beta-lactam	blaOXA-138_1	EU670845	ampicillin
beta-lactam	blaOXA-139_1	AM991978	ampicillin
beta-lactam	blaOXA-141_1	EF552405	ampicillin,ceftriaxone
beta-lactam	blaOXA-142_1	EU358785	ampicillin,ceftriaxone
beta-lactam	blaOXA-143_1	GQ861437	ampicillin
beta-lactam	blaOXA-144_1	FJ617207	ampicillin
beta-lactam	blaOXA-144_2	FJ872530	ampicillin
beta-lactam	blaOXA-145_1	FJ790516	ampicillin,ceftriaxone
beta-lactam	blaOXA-146_1	FJ194460	ampicillin
beta-lactam	blaOXA-147_1	FJ848783	ampicillin,ceftriaxone
beta-lactam	blaOXA-148_1	GQ853679	ampicillin
beta-lactam	blaOXA-149_1	GQ853680	ampicillin
beta-lactam	blaOXA-150_1	GQ853681	ampicillin
beta-lactam	blaOXA-160_1	GU199038	ampicillin
beta-lactam	blaOXA-161_1	GQ202693	ampicillin,ceftriaxone
beta-lactam	blaOXA-162_1	GU197550	ampicillin
beta-lactam	blaOXA-163_1	HQ700343	ampicillin
beta-lactam	blaOXA-164_1	GU831575	ampicillin
beta-lactam	blaOXA-165_1	HM488986	ampicillin
beta-lactam	blaOXA-166_1	HM488987	ampicillin
beta-lactam	blaOXA-167_1	HM488988	ampicillin
beta-lactam	blaOXA-168_1	HM488989	ampicillin
beta-lactam	blaOXA-169_1	HM488990	ampicillin
beta-lactam	blaOXA-170_1	HM488991	ampicillin
beta-lactam	blaOXA-171_1	HM488992	ampicillin
beta-lactam	blaOXA-172_1	HM113558	ampicillin
beta-lactam	blaOXA-173_1	HM113559	ampicillin
beta-lactam	blaOXA-174_1	HM113560	ampicillin
beta-lactam	blaOXA-175_1	HM113561	ampicillin
beta-lactam	blaOXA-176_1	HM113562	ampicillin
beta-lactam	blaOXA-177_1	HM113563	ampicillin
beta-lactam	blaOXA-178_1	HM113564	ampicillin
beta-lactam	blaOXA-179_1	HM570035	ampicillin
beta-lactam	blaOXA-180_1	HM570036	ampicillin
beta-lactam	blaOXA-181_1	HM992946	ampicillin
beta-lactam	blaOXA-182_1	HM640278	ampicillin
beta-lactam	blaOXA-183_1	HQ111474	ampicillin
beta-lactam	blaOXA-192_1	JF273470	ampicillin
beta-lactam	blaOXA-194_1	HQ425492	ampicillin
beta-lactam	blaOXA-195_1	HQ425493	ampicillin
beta-lactam	blaOXA-196_1	HQ425494	ampicillin
beta-lactam	blaOXA-197_1	HQ425495	ampicillin
beta-lactam	blaOXA-198_1	HQ634775	ampicillin
beta-lactam	blaOXA-199_1	JN704570	ampicillin
beta-lactam	blaOXA-200_1	HQ734811	ampicillin
beta-lactam	blaOXA-201_1	HQ734812	ampicillin
beta-lactam	blaOXA-202_1	HQ734813	ampicillin
beta-lactam	blaOXA-203_1	HQ998857	ampicillin
beta-lactam	blaOXA-204_1	JQ809466	ampicillin
beta-lactam	blaOXA-205_1	JF800667	ampicillin
beta-lactam	blaOXA-206_1	AB634250	ampicillin
beta-lactam	blaOXA-207_1	JQ838185	ampicillin
beta-lactam	blaOXA-208_1	FR853176	ampicillin
beta-lactam	blaOXA-209_1	JF268688	ampicillin
beta-lactam	blaOXA-210_1	JF795487	ampicillin
beta-lactam	blaOXA-211_1	JN861779	ampicillin
beta-lactam	blaOXA-212_1	JN861780	ampicillin
beta-lactam	blaOXA-213_1	JN861781	ampicillin
beta-lactam	blaOXA-214_1	JN861782	ampicillin
beta-lactam	blaOXA-215_1	JN861783	ampicillin
beta-lactam	blaOXA-216_1	FR865168	ampicillin
beta-lactam	blaOXA-217_1	JN603240	ampicillin
beta-lactam	blaOXA-219_1	JN215211	ampicillin
beta-lactam	blaOXA-223_1	JN248564	ampicillin
beta-lactam	blaOXA-224_1	JN596991	ampicillin
beta-lactam	blaOXA-225_1	JN638887	ampicillin
beta-lactam	blaOXA-228_1	JQ422053	ampicillin
beta-lactam	blaOXA-229_1	JQ422052	ampicillin
beta-lactam	blaOXA-230_1	JQ422054	ampicillin
beta-lactam	blaOXA-231_1	JQ326200	ampicillin
beta-lactam	blaOXA-232_1	JX423831	ampicillin
beta-lactam	blaOXA-235_1	JQ820240	ampicillin
beta-lactam	blaOXA-236_1	JQ820242	ampicillin
beta-lactam	blaOXA-237_1	JQ820241	ampicillin
beta-lactam	blaOXA-239_1	JQ837239	ampicillin
beta-lactam	blaOXA-240_1	JX089628	ampicillin
beta-lactam	blaOXA-241_1	JX025021	ampicillin
beta-lactam	blaOXA-242_1	JX025022	ampicillin
beta-lactam	blaOXA-243_1	JX206446	ampicillin
beta-lactam	blaOXA-244_1	JX438000	ampicillin
beta-lactam	blaOXA-245_1	JX438001	ampicillin
beta-lactam	blaOXA-247_1	JX893517	ampicillin
beta-lactam	blaOXA-248_1	HE963769	ampicillin
beta-lactam	blaOXA-249_1	HE963770	ampicillin
beta-lactam	blaOXA-250_1	HE963771	ampicillin
beta-lactam	blaOXA-251_1	JN118546	ampicillin
beta-lactam	blaOXA-253_1	KC479324	ampicillin
beta-lactam	blaOXA-254_1	AB781687	ampicillin
beta-lactam	blaOXA-255_1	KC479325	ampicillin
beta-lactam	blaOXA-256_1	HE616889	ampicillin
beta-lactam	blaOXA-257_1	KC567681	ampicillin
beta-lactam	blaOXA-258_1	HE614014	ampicillin
beta-lactam	blaOXA-278_1	KC771279	ampicillin
beta-lactam	blaOXA-309_1	HF947514	ampicillin
beta-lactam	blaOXA-320_1	KF151169	ampicillin
beta-lactam	blaOXA-322_1	KF203096	ampicillin
beta-lactam	blaOXA-323_1	KF203097	ampicillin
beta-lactam	blaOXA-324_1	KF203098	ampicillin
beta-lactam	blaOXA-325_1	KF203099	ampicillin
beta-lactam	blaOXA-326_1	KF203100	ampicillin
beta-lactam	blaOXA-327_1	KF203101	ampicillin
beta-lactam	blaOXA-328_1	KF203102	ampicillin
beta-lactam	blaOXA-329_1	KF203103	ampicillin
beta-lactam	blaOXA-330_1	KF203104	ampicillin
beta-lactam	blaOXA-331_1	KF203105	ampicillin
beta-lactam	blaOXA-332_1	KF203106	ampicillin
beta-lactam	blaOXA-333_1	KF203107	ampicillin
beta-lactam	blaOXA-334_1	KF203108	ampicillin
beta-lactam	blaOXA-335_1	KF203109	ampicillin
beta-lactam	blaOXA-347_1	JN086160	ampicillin
beta-lactam	blaOXA-348_1	KF297577	ampicillin
beta-lactam	blaOXA-349_1	KF297578	ampicillin
beta-lactam	blaOXA-350_1	KF297579	ampicillin
beta-lactam	blaOXA-351_1	KF297580	ampicillin
beta-lactam	blaOXA-352_1	KF297581	ampicillin
beta-lactam	blaOXA-353_1	KF297582	ampicillin
beta-lactam	blaOXA-354_1	KF297583	ampicillin
beta-lactam	blaOXA-355_1	KF297584	ampicillin
beta-lactam	blaOXA-356_1	KF297585	ampicillin
beta-lactam	blaOXA-357_1	KF421160	ampicillin
beta-lactam	blaOXA-358_1	KF421161	ampicillin
beta-lactam	blaOXA-359_1	KF421162	ampicillin
beta-lactam	blaOXA-360_1	KF421163	ampicillin
beta-lactam	blaOXA-371_1	AB871653	ampicillin
beta-lactam	blaOXA-372_1	KJ746496	ampicillin
beta-lactam	blaOXA-436_1	KT959103	ampicillin
beta-lactam	blaOXY-1-1_1	Z30177	ampicillin
beta-lactam	blaOXY-1-2_2	AJ871864	ampicillin
beta-lactam	blaOXY-1-3_3	AY077482	ampicillin
beta-lactam	blaOXY-1-4_4	AY077483	ampicillin
beta-lactam	blaOXY-1-5_5	AY077486	ampicillin
beta-lactam	blaOXY-1-6_6	Y17715	ampicillin
beta-lactam	blaOXY-1-7_7	M27459	ampicillin
beta-lactam	blaOXY-2-1_1	AJ871866	ampicillin
beta-lactam	blaOXY-2-2_2	AJ871867	ampicillin
beta-lactam	blaOXY-2-3_3	AY077488	ampicillin
beta-lactam	blaOXY-2-4_4	Y17714	ampicillin
beta-lactam	blaOXY-2-5_5	AY077487	ampicillin
beta-lactam	blaOXY-2-6_6	AY077485	ampicillin
beta-lactam	blaOXY-2-7_7	Z49084	ampicillin
beta-lactam	blaOXY-2-8_8	AY055205	ampicillin
beta-lactam	blaOXY-2-9_9	FJ785625	ampicillin
beta-lactam	blaOXY-2-10_10	FJ785626	ampicillin
beta-lactam	blaOXY-3-1_1	AF491278	ampicillin
beta-lactam	blaOXY-4-1_1	AY077481	ampicillin
beta-lactam	blaOXY-5-1_1	AJ871868	ampicillin
beta-lactam	blaOXY-5-2_2	AJ871871	ampicillin
beta-lactam	blaOXY-6-1_1	AJ871873	ampicillin
beta-lactam	blaOXY-6-2_2	AJ871875	ampicillin
beta-lactam	blaOXY-6-3_3	AJ871876	ampicillin
beta-lactam	blaOXY-6-4_4	AJ871877	ampicillin
beta-lactam	blaPAO_1	AY083595	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaPAO_2	FJ666065	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaPAO_3	FJ666073	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaPAO_4	AY083592	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaPER-1_1	GU944725	ampicillin,ceftriaxone
beta-lactam	blaPER-2_1	X93314	ampicillin,ceftriaxone
beta-lactam	blaPER-3_1	AY740681	ampicillin,ceftriaxone
beta-lactam	blaPER-4_1	EU748544	ampicillin,ceftriaxone
beta-lactam	blaPER-5_1	FJ627180	ampicillin,ceftriaxone
beta-lactam	blaPER-6_1	GQ396303	ampicillin,ceftriaxone
beta-lactam	blaPER-7_1	HQ713678	ampicillin,ceftriaxone
beta-lactam	blaRAHN-1_1	GU645205	ampicillin,ceftriaxone
beta-lactam	blaRAHN-1_2	AF338038	ampicillin,ceftriaxone
beta-lactam	blaRAHN-2_2	HM114350	ampicillin,ceftriaxone
beta-lactam	blaROB-1_1	DQ840517	ampicillin
beta-lactam	blaROB-1_2	AF022114	ampicillin
beta-lactam	blaSHV-1_1	DQ166783	ampicillin
beta-lactam	blaSHV-1_2	X98100	ampicillin
beta-lactam	blaSHV-1_3	X98098	ampicillin
beta-lactam	blaSHV-1_4	GQ407127	ampicillin
beta-lactam	blaSHV-1_5	GQ407119	ampicillin
beta-lactam	blaSHV-1_6	GU083599	ampicillin
beta-lactam	blaSHV-1_7	GU083598	ampicillin
beta-lactam	blaSHV-1_8	GQ407137	ampicillin
beta-lactam	blaSHV-1_9	HM751102	ampicillin
beta-lactam	blaSHV-1_10	EF035567	ampicillin
beta-lactam	blaSHV-1_11	EF035565	ampicillin
beta-lactam	blaSHV-1_12	AY787643	ampicillin
beta-lactam	blaSHV-1_13	AF462396	ampicillin
beta-lactam	blaSHV-1_14	HM751099	ampicillin
beta-lactam	blaSHV-1_15	FJ668804	ampicillin
beta-lactam	blaSHV-1_16	FJ668800	ampicillin
beta-lactam	blaSHV-1_17	FJ668799	ampicillin
beta-lactam	blaSHV-1_18	FJ668818	ampicillin
beta-lactam	blaSHV-2_1	GQ407116	ampicillin,ceftriaxone
beta-lactam	blaSHV-2_2	AF282921	ampicillin,ceftriaxone
beta-lactam	blaSHV-2_4	GU064394	ampicillin,ceftriaxone
beta-lactam	blaSHV-2a_13	X98102	ampicillin,ceftriaxone
beta-lactam	blaSHV-5_1	X55640	ampicillin,ceftriaxone
beta-lactam	blaSHV-5a_alias_blaSHV-9_1	S82452	ampicillin,ceftriaxone
beta-lactam	blaSHV-7_1	U20270	ampicillin,ceftriaxone
beta-lactam	blaSHV-8_1	ECU92041	ampicillin,ceftriaxone
beta-lactam	blaSHV-11_1	AY528717	ampicillin
beta-lactam	blaSHV-11_2	HM751098	ampicillin
beta-lactam	blaSHV-11_3	EF035563	ampicillin
beta-lactam	blaSHV-11_4	EF035558	ampicillin
beta-lactam	blaSHV-11_5	GQ407117	ampicillin
beta-lactam	blaSHV-11_6	GQ407130	ampicillin
beta-lactam	blaSHV-11_7	GQ407109	ampicillin
beta-lactam	blaSHV-11_8	GQ387358	ampicillin
beta-lactam	blaSHV-11_9	FJ483937	ampicillin
beta-lactam	blaSHV-11_10	EF035557	ampicillin
beta-lactam	blaSHV-11_11	GU064392	ampicillin
beta-lactam	blaSHV-11_12	GU211012	ampicillin
beta-lactam	blaSHV-11_13	DQ219476	ampicillin
beta-lactam	blaSHV-11_14	DQ219474	ampicillin
beta-lactam	blaSHV-11_15	DQ219473	ampicillin
beta-lactam	blaSHV-12_1	AF462395	ampicillin,ceftriaxone
beta-lactam	blaSHV-12_3	FJ668805	ampicillin,ceftriaxone
beta-lactam	blaSHV-13_1	AF164577	ampicillin,ceftriaxone
beta-lactam	blaSHV-14_1	AF226622	ampicillin
beta-lactam	blaSHV-15_1	AJ011428	ampicillin,ceftriaxone
beta-lactam	blaSHV-16_1	AF072684	ampicillin,ceftriaxone
beta-lactam	blaSHV-18_1	AF132290	ampicillin,ceftriaxone
beta-lactam	blaSHV-24_1	AB023477	ampicillin,ceftriaxone
beta-lactam	blaSHV-25_1	GU064391	ampicillin
beta-lactam	blaSHV-26_1	AF227204	ampicillin
beta-lactam	blaSHV-27_1	AF293345	ampicillin
beta-lactam	blaSHV-28_1	HM751101	ampicillin
beta-lactam	blaSHV-28_2	EU441172	ampicillin
beta-lactam	blaSHV-28_3	AF299299	ampicillin
beta-lactam	blaSHV-29_1	AF301532	ampicillin
beta-lactam	blaSHV-30_1	AY661885	ampicillin,ceftriaxone
beta-lactam	blaSHV-31_1	GU064396	ampicillin,ceftriaxone
beta-lactam	blaSHV-31_2	AY277255	ampicillin,ceftriaxone
beta-lactam	blaSHV-33_1	AY037779	ampicillin
beta-lactam	blaSHV-34_1	AY036620	ampicillin
beta-lactam	blaSHV-35_1	AY070258	ampicillin
beta-lactam	blaSHV-36_1	AY677211	ampicillin
beta-lactam	blaSHV-36_2	AF467947	ampicillin
beta-lactam	blaSHV-37_1	AF467948	ampicillin
beta-lactam	blaSHV-38_1	EU979559	ampicillin,ceftriaxone
beta-lactam	blaSHV-40_1	AF535128	ampicillin,ceftriaxone
beta-lactam	blaSHV-41_1	AF535129	ampicillin,ceftriaxone
beta-lactam	blaSHV-42_1	EF035559	ampicillin,ceftriaxone
beta-lactam	blaSHV-43_1	AY065991	ampicillin
beta-lactam	blaSHV-44_1	AY259119	ampicillin
beta-lactam	blaSHV-45_1	AF547625	ampicillin,ceftriaxone
beta-lactam	blaSHV-46_1	AY210887	ampicillin,ceftriaxone
beta-lactam	blaSHV-48_1	AY263404	ampicillin
beta-lactam	blaSHV-49_1	AY528718	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaSHV-50_1	AY288915	ampicillin
